strain,type,rating,effects,flavor,description
Blue-Moonshine,indica,4.2,"Happy,Relaxed,Euphoric,Sleepy,Focused","Earthy,Berry,Woody","A DJ Short creation, Blue Moonshine is a very potent blueberry indica strain that provides a nice body high. As a true indica, Blue Moonshine plants perform as expected, staying short to medium height and usually flowering by 8 weeks. While growing and after it’s harvested, these plants have a sharp and fruity smell that brings to mind fermentation (thus the name). The high will hit you like good homebrew."
Blue-Mountain-Fire,sativa,4,"Euphoric,Relaxed,Tingly,Uplifted,Happy","Flowery,Earthy,Tar","A sativa strain with Jamaican roots, Blue Mountain Fire is an invigorating, upbeat variety that coerces creativity and happy mindsets. When grown outdoors, Blue Mountain Fire can tower with impressive heights and yields. Its high-energy buzz is perfect for motivating the mind and fighting fatigue, but those prone to anxiety may feel overwhelmed by the fast-paced euphoria this sativa has to offer. "
Blue-Mystic,indica,4.2,"Happy,Relaxed,Giggly,Energetic,Sleepy","Blueberry,Earthy,Sweet","Blue Mystic is as mysterious as its name indicates, with unknown genetics that definitely contain some Blueberry and possibly some Skunk or Northern Lights. These plants flower between 7 to 9 weeks, with light blue coloring that can make the trichome-covered buds look almost gray. It does have the distinctive Blueberry aroma, but it’s fairly subtle compared to other strains, making it a good choice for growers or patients who need discretion.  "
Blue-Nightmare,hybrid,4.7,"Euphoric,Relaxed,Happy,Giggly,Creative","Berry,Earthy,Blueberry","Blue Nightmare, bred by RNM Flowers, is a resinous, berry-flavored hybrid cross between Blue Dream and Tahoe OG. From the Tahoe OG indica, Blue Nightmare inherits a thick bud structure and a heavy blanket of crystal trichomes that promises intense euphoria and creativity. Blue Nightmare maintains the famous blueberry aroma of its Blue Dream parent, along with many of its widely cherished happy and relaxing effects."
Blue-Nina,hybrid,4.5,"Happy,Talkative,Giggly,Tingly,Euphoric","Blueberry,Flowery","Blue Nina is one of Colorado Seed Inc.’s excellent Blue Dream crosses. This sativa-dominant hybrid cross between Blue Dream and Nina Limone offers energetic effects and complicated fruity flavors. This plant has been known to grow into Haze and Blueberry dominant phenotypes, both coated in dense crystals and bright orange hairs. Indulge in this strain to stave off laziness and stimulate a heady state of mind that is conducive to creative projects. "
Blue-Og,hybrid,4.3,"Relaxed,Happy,Euphoric,Hungry,Uplifted","Blueberry,Berry,Earthy","Blue OG from G13 Labs is a flavorful hybrid following the lineage of Blueberry F3, Blue Moonshine, and OG Kush. These dark, cone-shaped buds characteristic of OG genes emanate notes of berry and citrus, and leave its consumer feeling euphoric and relaxed. Though its effects are cerebrally targeted, Blue OG is known to also tackle pain, relax muscles, and relieve nausea. Growers can expect an eight week flowering period with ideal conditions outdoors. "
Blue-Ox,indica,4.5,"Sleepy,Relaxed,Hungry,Talkative,Uplifted","Berry,Flowery,Blueberry","Blue Ox by Rare Dankness Seeds is a berry-rich version of their Stone Mountain strain. By combining classic Blueberry with The OX, Rare Dankness created a sweet, well-rounded strain with aromas of blueberry, coffee, chocolate, and earthy spice. The dense, resinous buds express blue and purple foliage that looks nearly as good as it smells. Blue Ox has extremely strong indica effects that relax the body to the point of sedation. Use Blue Ox to abate post-chemotherapy symptoms like nausea, appetite loss, and physical discomfort.   "
Blue-Persuasion,hybrid,4.1,"Relaxed,Tingly,Euphoric,Happy,Hungry","Sweet,Blueberry,Berry","Blue Persuasion is the first of a Signature Series by BUDS Pasco, an indoor hydroponic farm in Washington. It is an indica-dominant hybrid strain composed of Blueberry, Northern Lights, and White Widow genetics. From Blueberry, Blue Persuasion inherits sweet berry flavors, relaxing and long-lasting euphoria, and a high THC potential. Its Northern Lights parent is cherished for its resinous buds, fast flowering, and resilience during growth, while White Widow contributes a tendency for heavy resin production and balanced hybrid effects. With a THC content that can stretch to 26%, Blue Persuasion is best saved for late night relaxation and introspection."
Blue-Power,indica,4.7,"Relaxed,Tingly,Happy,Uplifted,Euphoric","Berry,Earthy,Sweet","The indica-dominant Blue Power is one of Sin City Seeds’ signature strains, bred from Sour Double, Master Kush, The White, and Blue Moonshine genetics. Cherished for its fragrant buds, Blue Power offers a sweet fusion of lemon and berry flavors with an earthy finish. It should be noted that another genetic variation released by Vision Seeds crosses Blueberry, White Widow, and Skunk #1. This rendition is described as a happy and uplifting indica that helps focus the mind while fighting stress."
Blue-Rhino,hybrid,4.3,"Sleepy,Relaxed,Focused,Uplifted,Hungry","Blueberry,Sweet,Berry","Blue Rhino is a potent cross of Blueberry and White Rhino that has a unique fruity aroma mixed with some skunky harshness. This plant may be of special interest to growers for its large flowers, which will get to their most impressive size when grown outdoors. Patients like this strain for its balanced mix of head and body effects, making it an option for staying focused or wanting to relax, depending on your needs."
Blue-Satellite,sativa,3.9,"Uplifted,Happy,Euphoric,Talkative,Relaxed","Sweet,Blueberry,Citrus","Blue Satellite, the sativa offspring of Blueberry Sativa and Shishkaberry, is a strongly psychoactive strain with long-lasting effects. The dense, conic buds carry a sour scent redolent of ammonia and induce powerful cerebral effects including euphoria, creativity, and stress relief. Its typically high THC content makes Blue Satellite a preferred daytime strain for appetite loss, nausea, glaucoma, and pain."
Blue-Sky,hybrid,4.6,"Happy,Relaxed,Uplifted,Euphoric,Creative","Earthy,Sweet,Pine","Blue Sky is the sweet, candy-flavored offspring of LSD and Rocky Mountain Blueberry. This indica-leaning hybrid is a great choice for unwinding, relaxing, and inducing laughing fits. Beautiful in appearance, these shimmering flowers give off blue and red hues when the light hits them. "
Blue-Steel,indica,4.3,"Uplifted,Relaxed,Euphoric,Happy,Creative","Blueberry,Pungent,Earthy","Blue Steel by Exotic Genetix is an indica-dominant strain with fruit-forward flavors. Created by crossing the pungent OG Blueberry and The Cube, a Starfighter F3 phenotype bred in-house, Exotic Genetix has outdone itself with this subtly sedative crowd-pleaser. The flavor and aroma are thick with the scent of blueberries and the nugs are smothered in a layer of frosty trichomes. Enjoy this strain throughout the day to boost mood and appetite while promoting a creative headspace.  "
Blue-Thai,hybrid,3.7,"Relaxed,Happy,Talkative,Uplifted,Focused","Earthy,Pungent,Woody","Blue Thai by Dinafem Seeds is a hybrid strain from the Netherlands that crosses Blueberry and Thai Skunk. This fruity, mold-resistant strain offers the best results when grown outdoors, but also performs well indoors and finishes flowering after 8 weeks."
Blue-Train,hybrid,4.4,"Happy,Uplifted,Energetic,Focused,Relaxed","Blueberry,Berry,Sweet","Blue Trainwreck is a sativa-dominant hybrid cross of Trainwreck and Blueberry. This strain, sometimes known as Blueberry Trainwreck, Blue Wreck, and Blue Train, is well-loved for its pleasurable blend of flavors and effects. It expresses trichome-laden spade-shaped buds that are emerald green with amber hairs. Blue Trainwreck offers a sweet blueberry aroma, pungent earthy flavors, and effects that energize and focus. Utilize this hybrid to improve mood and combat fatigue. "
Blue-Trane,hybrid,0,None,None,"Blue Trane is a cut with a mysterious heritage. These seeds were acquired while Colorado Seed Inc.’s head grower was cultivating strains in Hawaii and have since been stabilized and sown elsewhere. Known for its pleasant indica-dominant effects, Blue Trane offers an unexpectedly heady stimuli some have described as psychedelic that melts away into a relaxing body high that sticks to the bones.    "
Blue-Treat,hybrid,4.9,"Relaxed,Focused,Happy,Uplifted,Creative","Earthy,Berry,Blueberry","Jordan of the Islands matched two of the sweetest tasting flowers to make this candy of an strain. Using Blueberry and Dutch Treat genetics, Blue Treat was born. This short plant takes after its strong indica lineage, producing sticky resinous buds that can soothe your pain and relieve your stress. The dark green buds are covered in trichomes and give off a sweet berry aroma."
Blue-Velvet,hybrid,4.3,"Happy,Relaxed,Euphoric,Uplifted,Focused","Sweet,Earthy,Diesel","Blue Velvet, also known as Blueberry Thai, is a 50/50 hybrid strain that is named for the lush appearance of its plants. Bred by DJ Short, Blue Velvet is a cross between Purple Thai and Afghani. Its long branches bloom with large red-purple buds that take on a sweet fruity and floral aroma. Invigorating euphoria blankets the mind while the body finds light relaxation, and its functional effects make it easy to either explore creativity or socialize with friends. "
Blue-Venom,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Pine,Blueberry,Berry","Blue Venom, an intoxicating indica-dominant hybrid by G13 Labs, is a cross between the sweet-tasting Blueberry and potent White Widow. With a sweet, blueberry aroma inherited from its parent strain, Blue Venom’s frosty, dense buds promise a fast-acting and long-lasting experience. Its full-body relaxation eventually progresses into a deep sedation, putting to rest any pain, stress, and sleeplessness."
Blue-Widow,hybrid,4.2,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet,Berry,Earthy","Blue Widow is a favorite strain that provides consumers with both uplifting and calming effects. These flowers will have a strong sweet aroma that may also include sour citrus or pine. The buds can be colorful, with tints of blue and purple, and should have a coat of long orange hairs. Slightly indica-dominant, this Widow plays against type, growing taller than most indicas and providing more mental, heady effects. In higher doses, the blissful relaxation this strain provides may lead to drowsiness and help you get to sleep. A cross between Blueberry and White Widow, Blue Widow is sometimes also called Berry White, White Berry, and Blue Venom."
Blue-Wonder,hybrid,5,"Uplifted,Happy,Euphoric,Focused,Relaxed",Blueberry,"Blue Wonder is a sativa-dominant hybrid originating from California as a distinct descendant of Blue Dream. Originally bred from Blueberry and Super Silver Haze, Blue Wonder exhibits a profound level of cerebral invigoration while maintaining a classic Blue Dream body buzz. With a traditional Blueberry aroma, Blue Wonder delivers gentle euphoria and swift relief for patients treating pain, depression, and nausea."
Blue-Wreck,hybrid,4.7,"Sleepy,Happy,Euphoric,Relaxed,Uplifted","Blueberry,Earthy,Honey","Blue Wreck, also called Blueberry Trainwreck, is a hybrid strain primarily led by its sativa influence. A cross between Blueberry and Trainwreck, Blue Wreck’s flavor is a complex mix of sweet berry, sour fruit, and tangy skunk. Its effects are typically described as clear-headed and active, with a burst of calm euphoria that can help you maintain a positive outlook throughout the day."
